year,player_id,guid,player_name,position,pos_abbr,school,team_name,team_abbr,weight,height,ovr_rk,pos_rk,grade,link,player_image
2018,101547,53403e82803f034d9b670a5712c7f721,Lowell Lotulelei,Defensive Tackle,DT,Utah,Utes,UTAH,315,73.625,261,22,40,http://insider.espn.com/nfl/draft/player/_/id/101547,https://a.espncdn.com/i/headshots/nfldraft/players/full/101547.png
2018,101763,25b4a29df83b933b76c23d56a064b81e,Nick Gates,Offensive Tackle,OT,Nebraska,Cornhuskers,NEB,295,77.375,262,20,40,http://insider.espn.com/nfl/draft/player/_/id/101763,https://a.espncdn.com/i/headshots/nfldraft/players/full/101763.png
2018,101629,53f1cd99f8a8bcd2fedd2a37e8f609a6,Brandon Lingen,Tight End,TE,Minnesota,Golden Gophers,MINN,254,77,263,15,40,http://insider.espn.com/nfl/draft/player/_/id/101629,https://a.espncdn.com/i/headshots/nfldraft/players/full/101629.png
2018,101858,c06d70874dfebe80b591133d1b741799,Jaryd Jones-Smith,Offensive Guard,OG,Pittsburgh,Panthers,PITT,317,78.5,264,15,40,http://insider.espn.com/nfl/draft/player/_/id/101858,https://a.espncdn.com/i/headshots/nfldraft/players/full/101858.png
2018,101741,481488def72f7e1e6a380c0712d98e70,Garret Dooley,Outside Linebacker,OLB,Wisconsin,Badgers,WIS,248,74.375,265,23,40,http://insider.espn.com/nfl/draft/player/_/id/101741,https://a.espncdn.com/i/headshots/nfldraft/players/full/101741.png
2018,101802,6bf37e86b5e79a8d13b91d4587159664,JoJo Wicker,Defensive Tackle,DT,Arizona State,Sun Devils,ASU,296,73.75,267,23,39,http://insider.espn.com/nfl/draft/player/_/id/101802,https://a.espncdn.com/i/headshots/nfldraft/players/full/101802.png
2018,101738,74e3a8433edddcbe65078491a671bbd1,KC McDermott,Offensive Guard,OG,Miami,Hurricanes,MIAMI,300,78,268,16,39,http://insider.espn.com/nfl/draft/player/_/id/101738,https://a.espncdn.com/i/headshots/nfldraft/players/full/101738.png
2018,101686,0a87ace2d0985098a48777e7408ad376,Sean Chandler,Safety,S,Temple,Owls,TEM,205,70.5,269,24,39,http://insider.espn.com/nfl/draft/player/_/id/101686,https://a.espncdn.com/i/headshots/nfldraft/players/full/101686.png
2018,101995,d1efe3bba43797876876bef5663a7161,David Bright,Offensive Tackle,OT,Stanford,Cardinal,STAN,307,77.125,270,21,39,http://insider.espn.com/nfl/draft/player/_/id/101995,NA
2018,101878,596d272b21a0e588a59a53e4ee6f84ae,Jalen Davis,Cornerback,CB,Utah State,Aggies,USU,185,69.25,271,39,39,http://insider.espn.com/nfl/draft/player/_/id/101878,NA
2018,101592,75dc05929cdcb2c249fb913196097bb8,Chris Worley,Inside Linebacker,ILB,Ohio State,Buckeyes,OSU,238,73.375,272,12,39,http://insider.espn.com/nfl/draft/player/_/id/101592,https://a.espncdn.com/i/headshots/nfldraft/players/full/101592.png
2018,101625,1dfb8f17b4345a288334f21a0e936303,Jake Wieneke,Wide Receiver,WR,South Dakota State,Jackrabbits,SDSU,221,76,274,33,39,http://insider.espn.com/nfl/draft/player/_/id/101625,https://a.espncdn.com/i/headshots/nfldraft/players/full/101625.png
2018,101680,394ec0964ad22f896b5ff12beea8ec70,Brandon Facyson,Cornerback,CB,Virginia Tech,Hokies,VT,203,73.5,275,40,38,http://insider.espn.com/nfl/draft/player/_/id/101680,https://a.espncdn.com/i/headshots/nfldraft/players/full/101680.png
2018,101605,366bd79a765f7bca0ce92c961b9c41ac,Zay Henderson,Defensive Tackle,DT,Texas A&M,Aggies,TA&M,298,72.75,276,24,38,http://insider.espn.com/nfl/draft/player/_/id/101605,https://a.espncdn.com/i/headshots/nfldraft/players/full/101605.png
2018,101750,ff81829586c6019bcb86111d15d9fb8f,Taylor Hearn,Offensive Guard,OG,Clemson,Tigers,CLEM,330,76,277,17,38,http://insider.espn.com/nfl/draft/player/_/id/101750,https://a.espncdn.com/i/headshots/nfldraft/players/full/101750.png
2018,101632,735c62c84f5288c533cd65650c1660be,Dejon Allen,Offensive Tackle,OT,Hawai'i,Rainbow Warriors,HAW,285,74,278,22,38,http://insider.espn.com/nfl/draft/player/_/id/101632,https://a.espncdn.com/i/headshots/nfldraft/players/full/101632.png
2018,101746,c0833a34f36f9f15219c133e5c32af55,Tray Matthews,Safety,S,Auburn,Tigers,AUB,209,72.375,279,25,38,http://insider.espn.com/nfl/draft/player/_/id/101746,https://a.espncdn.com/i/headshots/nfldraft/players/full/101746.png
2018,101757,49558fe4d459396aac3a6ae88e8c8e19,Byron Pringle,Wide Receiver,WR,Kansas State,Wildcats,KSU,205,73,280,34,38,http://insider.espn.com/nfl/draft/player/_/id/101757,https://a.espncdn.com/i/headshots/nfldraft/players/full/101757.png
2018,101958,c97e1ed6c707c098a54d2cd95a814ba2,Coleman Shelton,Center,C,Washington,Huskies,WASH,295,75,281,9,38,http://insider.espn.com/nfl/draft/player/_/id/101958,NA
2018,101674,02da441de2d9d75ed685e176fac3c2b9,Cole Reyes,Safety,S,North Dakota,Fighting Hawks,UND,213,73.125,282,26,37,http://insider.espn.com/nfl/draft/player/_/id/101674,https://a.espncdn.com/i/headshots/nfldraft/players/full/101674.png
2018,101817,04beaa29a31def4bb86668a78e32c216,Eddy Wilson,Defensive Tackle,DT,Purdue,Boilermakers,PUR,301,74.75,283,25,37,http://insider.espn.com/nfl/draft/player/_/id/101817,https://a.espncdn.com/i/headshots/nfldraft/players/full/101817.png
2018,101634,9d9c6bc073db386ae39e11e91c75a7ef,Marcus Baugh,Tight End,TE,Ohio State,Buckeyes,OSU,247,75.5,284,16,37,http://insider.espn.com/nfl/draft/player/_/id/101634,https://a.espncdn.com/i/headshots/nfldraft/players/full/101634.png
2018,101897,ae8bffcb9a192197af2a56e90fe54af6,Matt Dickerson,Defensive End,DE,UCLA,Bruins,UCLA,292,76.625,286,23,37,http://insider.espn.com/nfl/draft/player/_/id/101897,NA
2018,101589,cdee13936b7c6d315bec7034dad6f3a4,Demario Richard,Running Back,RB,Arizona State,Sun Devils,ASU,218,68.75,287,19,37,http://insider.espn.com/nfl/draft/player/_/id/101589,https://a.espncdn.com/i/headshots/nfldraft/players/full/101589.png
2018,101620,d37b37889e7e81365627c98918f689d8,Curtis Cothran,Defensive Tackle,DT,Penn State,Nittany Lions,PSU,289,76.875,288,26,36,http://insider.espn.com/nfl/draft/player/_/id/101620,https://a.espncdn.com/i/headshots/nfldraft/players/full/101620.png
2018,101637,f47cdb57d0954cc28cae606d1222af05,Deandre Goolsby,Tight End,TE,Florida,Gators,FLA,245,75.75,290,17,36,http://insider.espn.com/nfl/draft/player/_/id/101637,https://a.espncdn.com/i/headshots/nfldraft/players/full/101637.png
2018,101898,333d95ab7bb6d054162d1697368206ab,Darius Jackson,Defensive End,DE,Jacksonville State,Gamecocks,JVST,242,74.25,293,24,36,http://insider.espn.com/nfl/draft/player/_/id/101898,NA
2018,101744,8744db52b3f2c54a4ec53f22c4362f26,Tre' Williams,Inside Linebacker,ILB,Auburn,Tigers,AUB,238,73.75,294,13,36,http://insider.espn.com/nfl/draft/player/_/id/101744,https://a.espncdn.com/i/headshots/nfldraft/players/full/101744.png
2018,101795,d581454ab93ab0deda945fdb6d15eab4,Greg Gilmore,Defensive Tackle,DT,LSU,Tigers,LSU,318,75.875,295,27,35,http://insider.espn.com/nfl/draft/player/_/id/101795,https://a.espncdn.com/i/headshots/nfldraft/players/full/101795.png
2018,101809,d2e51d3f9002702cd00eec223cb8631f,Du'Vonta Lampkin,Defensive Tackle,DT,Oklahoma,Sooners,OKLA,335,76,296,28,35,http://insider.espn.com/nfl/draft/player/_/id/101809,https://a.espncdn.com/i/headshots/nfldraft/players/full/101809.png
2018,101861,2e869886a80c6dcffaf962f7ee59ccbc,Brad Lundblade,Center,C,Oklahoma State,Cowboys,OKST,300,75,297,11,35,http://insider.espn.com/nfl/draft/player/_/id/101861,https://a.espncdn.com/i/headshots/nfldraft/players/full/101861.png
2018,101641,a6063f2b470d3cdcd2d1a9e190bf7f65,Christian DiLauro,Offensive Tackle,OT,Illinois,Fighting Illini,ILL,297,77.375,298,24,35,http://insider.espn.com/nfl/draft/player/_/id/101641,https://a.espncdn.com/i/headshots/nfldraft/players/full/101641.png
2018,101768,64e564e28c0fa31705c132f649d27d9b,Ryan Nall,Running Back,RB,Oregon State,Beavers,ORST,232,74.125,299,21,35,http://insider.espn.com/nfl/draft/player/_/id/101768,https://a.espncdn.com/i/headshots/nfldraft/players/full/101768.png
2018,102794,NA,John Franklin-Meyers,Defensive End,DE,Stephen F. Austin,Lumberjacks,SFA,283,75.875,300,25,35,http://insider.espn.com/nfl/draft/player/_/id/102794,NA
2018,101727,a3872900ee7383c58f021739b4317681,Josh Fatu,Defensive Tackle,DT,USC,Trojans,USC,319,74.25,301,29,35,http://insider.espn.com/nfl/draft/player/_/id/101727,https://a.espncdn.com/i/headshots/nfldraft/players/full/101727.png
2018,101812,b4afe3b398024bf826fe7272a3747613,Myles Pierce,Inside Linebacker,ILB,The Citadel,Bulldogs,CIT,227,71.25,302,14,35,http://insider.espn.com/nfl/draft/player/_/id/101812,https://a.espncdn.com/i/headshots/nfldraft/players/full/101812.png
2018,101862,579b3cb79900e6e4f61ccaeaa5fbf0b3,Jake Bennett,Center,C,Colorado State,Rams,CSU,295,75,305,12,34,http://insider.espn.com/nfl/draft/player/_/id/101862,https://a.espncdn.com/i/headshots/nfldraft/players/full/101862.png
2018,101731,b429b9ec61d02ffc3d559f4fd5c4fed8,Cody O'Connell,Offensive Guard,OG,Washington State,Cougars,WSU,363,80.5,306,18,34,http://insider.espn.com/nfl/draft/player/_/id/101731,https://a.espncdn.com/i/headshots/nfldraft/players/full/101731.png
2018,101591,6bb6b55ba40a94a2a7242c46dca17e7d,Riley Ferguson,Quarterback,QB,Memphis,Tigers,MEM,212,74.75,307,15,34,http://insider.espn.com/nfl/draft/player/_/id/101591,https://a.espncdn.com/i/headshots/nfldraft/players/full/101591.png
2018,102072,5dc76e29874e030b0c87b63e3d30e72e,Jeff Badet,Wide Receiver,WR,Oklahoma,Sooners,OKLA,178,72,308,37,34,http://insider.espn.com/nfl/draft/player/_/id/102072,NA
2018,101818,2a093dfb3a161d9e7a02bff24a11ca46,Brett Toth,Offensive Tackle,OT,Army,Black Knights,ARMY,305,78,309,25,34,http://insider.espn.com/nfl/draft/player/_/id/101818,https://a.espncdn.com/i/headshots/nfldraft/players/full/101818.png
2018,101820,99963de6e79f4c8634cbe72d03c8d796,Marcell Frazier,Defensive End,DE,Missouri,Tigers,MIZ,261,76.5,310,26,34,http://insider.espn.com/nfl/draft/player/_/id/101820,NA
2018,101814,f3df91df5ffa67593fc2da0622c9eab2,Jason Cabinda,Inside Linebacker,ILB,Penn State,Nittany Lions,PSU,239,73,311,15,34,http://insider.espn.com/nfl/draft/player/_/id/101814,https://a.espncdn.com/i/headshots/nfldraft/players/full/101814.png
2018,101609,ab7f9dd96bc9ca6082f302080c48cffc,Matthew Thomas,Outside Linebacker,OLB,Florida State,Seminoles,FSU,232,74.75,312,25,34,http://insider.espn.com/nfl/draft/player/_/id/101609,https://a.espncdn.com/i/headshots/nfldraft/players/full/101609.png
2018,101797,0075bd54b64dbd59b4863d577bae0aeb,Christian LaCouture,Defensive Tackle,DT,LSU,Tigers,LSU,290,76.375,313,31,33,http://insider.espn.com/nfl/draft/player/_/id/101797,https://a.espncdn.com/i/headshots/nfldraft/players/full/101797.png
2018,101830,8a91b047d8783f53685e6ed63ba03a84,Darrel Williams,Running Back,RB,LSU,Tigers,LSU,225,71.625,315,22,33,http://insider.espn.com/nfl/draft/player/_/id/101830,NA
2018,101967,c9d5223db3d615855de9be8b82a40932,K.J. Malone,Offensive Guard,OG,LSU,Tigers,LSU,303,75.625,316,19,33,http://insider.espn.com/nfl/draft/player/_/id/101967,NA
2018,101679,f1400f24a7cce44cebc1f3ee6f088aa2,Jamar Summers,Cornerback,CB,UConn,Huskies,CONN,190,70.75,317,41,33,http://insider.espn.com/nfl/draft/player/_/id/101679,https://a.espncdn.com/i/headshots/nfldraft/players/full/101679.png
2018,101896,552e24819e2b1e2ae165be1dc370c158,Olubunmi Rotimi,Defensive End,DE,Old Dominion,Monarchs,ODU,273,75.125,318,27,33,http://insider.espn.com/nfl/draft/player/_/id/101896,NA
2018,102795,NA,Olubunmi Rotimi,Defensive End,DE,Old Dominion,Monarchs,ODU,273,75.125,318,27,33,http://insider.espn.com/nfl/draft/player/_/id/102795,NA
2018,101624,86c2564f6ca9ff0d83dac18be27c75fb,Darren Carrington,Wide Receiver,WR,Utah,Utes,UTAH,199,74.25,320,38,33,http://insider.espn.com/nfl/draft/player/_/id/101624,https://a.espncdn.com/i/headshots/nfldraft/players/full/101624.png
2018,101646,99350cdf20afcd528f1eda355a4b36ac,Ralph Webb,Running Back,RB,Vanderbilt,Commodores,VAN,202,70,321,23,32,http://insider.espn.com/nfl/draft/player/_/id/101646,https://a.espncdn.com/i/headshots/nfldraft/players/full/101646.png
2018,102601,989393b457319af1dcc43eaf51930d24,Afolabi Laguda,Cornerback,CB,Colorado,Buffaloes,COLO,203,72.5,322,42,32,http://insider.espn.com/nfl/draft/player/_/id/102601,NA
2018,101816,55c736df88662112e32c1757be74d4ba,Jalen Wilkerson,Defensive End,DE,Florida State,Seminoles,FSU,292,76.625,323,28,32,http://insider.espn.com/nfl/draft/player/_/id/101816,https://a.espncdn.com/i/headshots/nfldraft/players/full/101816.png
2018,102602,44b212a0474fc57c2ad39e0d5424f506,Kyle Queiro,Safety,S,Northwestern,Wildcats,NW,215,74,324,27,32,http://insider.espn.com/nfl/draft/player/_/id/102602,NA
2018,101645,5d23d998997db3f7422e0ad3cba27e92,Quadree Henderson,Wide Receiver,WR,Pittsburgh,Panthers,PITT,190,68,327,39,32,http://insider.espn.com/nfl/draft/player/_/id/101645,https://a.espncdn.com/i/headshots/nfldraft/players/full/101645.png
2018,101887,45c44be5eef6147435c53d9df49ea07e,Rico Gafford,Cornerback,CB,Wyoming,Cowboys,WYO,173,69.625,328,43,31,http://insider.espn.com/nfl/draft/player/_/id/101887,NA
2018,101900,5f78157b78c2f24a1db5472acb1a0554,Joe Ostman,Defensive End,DE,Central Michigan,Chippewas,CMU,253,74.25,329,29,31,http://insider.espn.com/nfl/draft/player/_/id/101900,NA
2018,102066,d0031adf55e1f9c10f2d2830ac79400c,Cam Phillips,Wide Receiver,WR,Virginia Tech,Hokies,VT,201,72.125,331,40,31,http://insider.espn.com/nfl/draft/player/_/id/102066,NA
2018,101939,3155e6a1e3fd21c692cce93a472776b8,Abdullah Anderson,Defensive Tackle,DT,Bucknell,Bison,BUCK,303,75.25,332,33,31,http://insider.espn.com/nfl/draft/player/_/id/101939,NA
2018,101823,e3f8f10f8ed8dfbc0f80f5b505f5ba0e,Khalid Hill,Fullback,FB,Michigan,Wolverines,MICH,260,72.75,333,3,31,http://insider.espn.com/nfl/draft/player/_/id/101823,https://a.espncdn.com/i/headshots/nfldraft/players/full/101823.png
2018,101866,b973bc7000786292f0468b9d3efec7c2,Tony Adams,Offensive Guard,OG,NC State,Wolfpack,NCST,315,74,335,20,31,http://insider.espn.com/nfl/draft/player/_/id/101866,https://a.espncdn.com/i/headshots/nfldraft/players/full/101866.png
2018,102491,54387fccb6cafe9615d637706a64aa5d,Ja'Von Rolland-Jones,Outside Linebacker,OLB,Arkansas State,Red Wolves,ARST,253,73.875,336,26,31,http://insider.espn.com/nfl/draft/player/_/id/102491,NA
2018,101864,9d2a3253d0a1fb92963c99af0fefa889,Austin Allen,Quarterback,QB,Arkansas,Razorbacks,ARK,209,72,337,16,31,http://insider.espn.com/nfl/draft/player/_/id/101864,https://a.espncdn.com/i/headshots/nfldraft/players/full/101864.png
2018,101867,faeb93d0a8097fef5ec59961b7678941,Kyle Hicks,Running Back,RB,TCU,Horned Frogs,TCU,202,70,338,24,31,http://insider.espn.com/nfl/draft/player/_/id/101867,https://a.espncdn.com/i/headshots/nfldraft/players/full/101867.png
2018,102236,69868253eeb16e941a63d461d13d2dc6,Nick Keizer,Tight End,TE,Grand Valley State,Lakers,GVSU,251,76.875,339,19,31,http://insider.espn.com/nfl/draft/player/_/id/102236,NA
2019,103714,f98edd35ca1a33b1124f057287e7c6b5,Gerald Willis III,Defensive Tackle,DT,Miami,Hurricanes,MIAMI,302,73.75,104,10,71,http://insider.espn.com/nfl/draft/player/_/id/103714,NA
2019,103599,48e54163ce2ef1a4a7dc27eb034a81fc,Emanuel Hall,Wide Receiver,WR,Missouri,Tigers,MIZ,201,73.875,117,17,69,http://insider.espn.com/nfl/draft/player/_/id/103599,https://a.espncdn.com/i/headshots/nfldraft/players/full/103599.png
2019,103674,5cc4d33f502b0a4f22efd8b33c71b1e5,Te'Von Coney,Inside Linebacker,ILB,Notre Dame,Fighting Irish,ND,234,72.875,134,6,66,http://insider.espn.com/nfl/draft/player/_/id/103674,https://a.espncdn.com/i/headshots/nfldraft/players/full/103674.png
2019,103883,ee347cc4e0315a0116744c8ff1b63bb4,Tyree Jackson,Quarterback,QB,Buffalo,Bulls,BUFF,249,79,136,8,66,http://insider.espn.com/nfl/draft/player/_/id/103883,https://a.espncdn.com/i/headshots/nfldraft/players/full/103883.png
2019,103606,afefa9859fb6366eb14b0cabd0a76ec1,Terrill Hanks,Inside Linebacker,ILB,New Mexico State,Aggies,NMSU,242,74,139,7,65,http://insider.espn.com/nfl/draft/player/_/id/103606,https://a.espncdn.com/i/headshots/nfldraft/players/full/103606.png
2019,103664,25d3779885bbdd1fcc9693a061a3445b,Mitch Hyatt,Offensive Tackle,OT,Clemson,Tigers,CLEM,303,77.375,140,13,65,http://insider.espn.com/nfl/draft/player/_/id/103664,https://a.espncdn.com/i/headshots/nfldraft/players/full/103664.png
2019,103757,1c42f03fe33d1c371e6f580fcd591ec8,Penny Hart,Wide Receiver,WR,Georgia State,Panthers,GAST,180,68,142,20,65,http://insider.espn.com/nfl/draft/player/_/id/103757,https://a.espncdn.com/i/headshots/nfldraft/players/full/103757.png
2019,103874,0849672f5e1ddb31c8bc1f5b1107a2ed,Ryan Bates,Offensive Tackle,OT,Penn State,Nittany Lions,PSU,306,76.5,144,14,64,http://insider.espn.com/nfl/draft/player/_/id/103874,https://a.espncdn.com/i/headshots/nfldraft/players/full/103874.png
2019,103893,7515d163f436c009999f6aa91315d1ff,Preston Williams,Wide Receiver,WR,Colorado State,Rams,CSU,211,76.25,146,21,64,http://insider.espn.com/nfl/draft/player/_/id/103893,NA
2019,103542,4d8cb9a47c39f6983e8ea6e553fb73e9,Nate Herbig,Offensive Guard,OG,Stanford,Cardinal,STAN,335,75.5,150,8,63,http://insider.espn.com/nfl/draft/player/_/id/103542,https://a.espncdn.com/i/headshots/nfldraft/players/full/103542.png
2019,103562,6ed412584303757086e67a9b1f266575,Anthony Johnson,Wide Receiver,WR,Buffalo,Bulls,BUFF,209,73.875,152,22,63,http://insider.espn.com/nfl/draft/player/_/id/103562,https://a.espncdn.com/i/headshots/nfldraft/players/full/103562.png
2019,103654,97d0d420d32299a076224a6494098093,Terez Hall,Outside Linebacker,OLB,Missouri,Tigers,MIZ,230,73.125,162,11,61,http://insider.espn.com/nfl/draft/player/_/id/103654,https://a.espncdn.com/i/headshots/nfldraft/players/full/103654.png
2019,103575,7d55572dec9191279065c13cefa960e4,Beau Benzschawel,Offensive Guard,OG,Wisconsin,Badgers,WIS,309,78.25,163,9,61,http://insider.espn.com/nfl/draft/player/_/id/103575,https://a.espncdn.com/i/headshots/nfldraft/players/full/103575.png
2019,103846,000238052c2a4daa8048b18b4994944d,Saivion Smith,Cornerback,CB,Alabama,Crimson Tide,ALA,199,72.875,168,19,60,http://insider.espn.com/nfl/draft/player/_/id/103846,NA
2019,103613,399eadf7089e06eda93388e0a728fb2e,Jonathan Ledbetter,Defensive End,DE,Georgia,Bulldogs,UGA,280,75.75,171,17,60,http://insider.espn.com/nfl/draft/player/_/id/103613,https://a.espncdn.com/i/headshots/nfldraft/players/full/103613.png
2019,103802,67b7a6fa2174e5129a6ed6a27ba13dac,B.J. Autry,Offensive Guard,OG,Jacksonville State,Gamecocks,JVST,337,74.75,175,11,59,http://insider.espn.com/nfl/draft/player/_/id/103802,https://a.espncdn.com/i/headshots/nfldraft/players/full/103802.png
2019,103849,12a397c2336a1a4140bd148ca56c2ebb,Hamp Cheevers,Cornerback,CB,Boston College,Eagles,BC,169,69.375,176,20,59,http://insider.espn.com/nfl/draft/player/_/id/103849,https://a.espncdn.com/i/headshots/nfldraft/players/full/103849.png
2019,103616,836296fc3a29550fa5184bc3bf0eba37,Paul Adams,Offensive Tackle,OT,Missouri,Tigers,MIZ,317,77.875,177,18,59,http://insider.espn.com/nfl/draft/player/_/id/103616,https://a.espncdn.com/i/headshots/nfldraft/players/full/103616.png
2019,103777,72b8cd576071293cd6ae04b5a49b6d59,Evan Worthington,Safety,S,Colorado,Buffaloes,COLO,212,73.875,178,17,59,http://insider.espn.com/nfl/draft/player/_/id/103777,NA
2019,103731,728bac15b64c4c1991ef4f3ef91263b0,Wyatt Ray,Defensive End,DE,Boston College,Eagles,BC,257,75.25,179,18,59,http://insider.espn.com/nfl/draft/player/_/id/103731,https://a.espncdn.com/i/headshots/nfldraft/players/full/103731.png
2019,103588,5f41d27a93c22c3ac905ea03d402e603,T.J. Edwards,Inside Linebacker,ILB,Wisconsin,Badgers,WIS,230,72.375,180,10,59,http://insider.espn.com/nfl/draft/player/_/id/103588,https://a.espncdn.com/i/headshots/nfldraft/players/full/103588.png
2019,103923,7cbeeac06ee05a320c06dfa9cc1b79bc,Derrek Thomas,Cornerback,CB,Baylor,Bears,BAY,189,74.875,189,22,57,http://insider.espn.com/nfl/draft/player/_/id/103923,https://a.espncdn.com/i/headshots/nfldraft/players/full/103923.png
2019,103559,15dcd892b5bfa1afa8f97e97e4fec3cf,Lukas Denis,Safety,S,Boston College,Eagles,BC,190,71.25,192,18,56,http://insider.espn.com/nfl/draft/player/_/id/103559,https://a.espncdn.com/i/headshots/nfldraft/players/full/103559.png
2019,103772,00922cae3a1a1863c65163cccbcf579f,Dax Raymond,Tight End,TE,Utah State,Aggies,USU,255,76.75,198,15,56,http://insider.espn.com/nfl/draft/player/_/id/103772,https://a.espncdn.com/i/headshots/nfldraft/players/full/103772.png
2019,103997,34f896c4ad49013dd9b647096cfb89e0,Andrew Wingard,Safety,S,Wyoming,Cowboys,WYO,209,72.125,200,19,55,http://insider.espn.com/nfl/draft/player/_/id/103997,NA
2019,103705,52f044c65c1efd9e68f101490f06bd45,Chase Hansen,Outside Linebacker,OLB,Utah,Utes,UTAH,222,74.875,201,14,55,http://insider.espn.com/nfl/draft/player/_/id/103705,https://a.espncdn.com/i/headshots/nfldraft/players/full/103705.png
2019,103866,2065010c4917bc742cf5c9211ae95dcc,Elijah Holyfield,Running Back,RB,Georgia,Bulldogs,UGA,217,70.375,203,15,55,http://insider.espn.com/nfl/draft/player/_/id/103866,https://a.espncdn.com/i/headshots/nfldraft/players/full/103866.png
2019,103880,07afe1ae2aeb2fbd550ba893167c9d73,Antoine Wesley,Wide Receiver,WR,Texas Tech,Red Raiders,TTU,206,76.125,205,26,55,http://insider.espn.com/nfl/draft/player/_/id/103880,NA
2019,103655,302fb120132943de12227d46bfa77bdf,Jonathan Crawford,Safety,S,Indiana,Hoosiers,IND,205,73,206,20,54,http://insider.espn.com/nfl/draft/player/_/id/103655,https://a.espncdn.com/i/headshots/nfldraft/players/full/103655.png
2019,103871,ac85a9a07873b394a6a654c6817fbea1,Andre James,Offensive Tackle,OT,UCLA,Bruins,UCLA,299,76.125,208,20,54,http://insider.espn.com/nfl/draft/player/_/id/103871,https://a.espncdn.com/i/headshots/nfldraft/players/full/103871.png
2019,103998,0854f851d1ecb78ad1e7005755c5f1c8,Malik Carney,Outside Linebacker,OLB,North Carolina,Tar Heels,UNC,251,74,210,15,54,http://insider.espn.com/nfl/draft/player/_/id/103998,NA
2019,103643,b8db834855d6ca80f0d5b2caf6cf9ba0,Albert Huggins,Defensive Tackle,DT,Clemson,Tigers,CLEM,305,74.875,214,18,53,http://insider.espn.com/nfl/draft/player/_/id/103643,https://a.espncdn.com/i/headshots/nfldraft/players/full/103643.png
2019,103788,fa0c0b91cee23867219a818db7d2ae1b,Brandon Knight,Offensive Guard,OG,Indiana,Hoosiers,IND,314,75.75,215,14,53,http://insider.espn.com/nfl/draft/player/_/id/103788,https://a.espncdn.com/i/headshots/nfldraft/players/full/103788.png
2019,103741,6fd0b27592ccf9c24b910a3a4feb398c,Jaylen Smith,Wide Receiver,WR,Louisville,Cardinals,LOU,219,74.25,216,27,53,http://insider.espn.com/nfl/draft/player/_/id/103741,NA
2019,103759,af6aea3f0b9de7960f5060f14345cbd4,Darius West,Safety,S,Kentucky,Wildcats,UK,208,70.875,217,21,52,http://insider.espn.com/nfl/draft/player/_/id/103759,NA
2019,103852,e36c42248c1defd99e1f1b1c02c1dcf9,Josiah Tauaefa,Inside Linebacker,ILB,UTSA,Roadrunners,UTSA,232,73.25,218,13,52,http://insider.espn.com/nfl/draft/player/_/id/103852,https://a.espncdn.com/i/headshots/nfldraft/players/full/103852.png
2019,103760,6f9394f6de2d24efd4e87795ac67c3be,Chidi Okeke,Offensive Tackle,OT,Tennessee State,Tigers,TNST,317,77.125,219,21,52,http://insider.espn.com/nfl/draft/player/_/id/103760,https://a.espncdn.com/i/headshots/nfldraft/players/full/103760.png
2019,103570,7725097f61378ca5e52a64623f04fc8a,Jamal Peters,Cornerback,CB,Mississippi State,Bulldogs,MSST,218,73.75,220,25,52,http://insider.espn.com/nfl/draft/player/_/id/103570,https://a.espncdn.com/i/headshots/nfldraft/players/full/103570.png
2019,103629,2fb7c414be7c40d6525f2499fdc865d3,Porter Gustin,Outside Linebacker,OLB,USC,Trojans,USC,255,76.5,221,17,52,http://insider.espn.com/nfl/draft/player/_/id/103629,https://a.espncdn.com/i/headshots/nfldraft/players/full/103629.png
2019,103618,f1f0cf32c254da1ff528533126a00d80,Karan Higdon,Running Back,RB,Michigan,Wolverines,MICH,206,69.125,223,17,52,http://insider.espn.com/nfl/draft/player/_/id/103618,https://a.espncdn.com/i/headshots/nfldraft/players/full/103618.png
2019,103765,74eb564d851c62ba6298a25579ee4315,Yosuah Nijman,Offensive Tackle,OT,Virginia Tech,Hokies,VT,324,78.875,226,22,51,http://insider.espn.com/nfl/draft/player/_/id/103765,https://a.espncdn.com/i/headshots/nfldraft/players/full/103765.png
2019,103582,34cf52a80404fe98ea1bf7f0e85fc1a4,Blace Brown,Cornerback,CB,Troy,Trojans,TROY,194,72.375,227,26,51,http://insider.espn.com/nfl/draft/player/_/id/103582,https://a.espncdn.com/i/headshots/nfldraft/players/full/103582.png
2019,104000,8c3bfd0b4fc9fca6cb628304efff967d,Deion Calhoun,Offensive Guard,OG,Mississippi State,Bulldogs,MSST,310,74.5,228,15,51,http://insider.espn.com/nfl/draft/player/_/id/104000,NA
2019,103585,fb21795452879a6d1b16c665b0d28ad7,Carl Granderson,Defensive End,DE,Wyoming,Cowboys,WYO,254,76.75,229,21,51,http://insider.espn.com/nfl/draft/player/_/id/103585,https://a.espncdn.com/i/headshots/nfldraft/players/full/103585.png
2019,103740,c9d1b81add101443658cebdd3212d5dd,Jalin Moore,Running Back,RB,Appalachian State,Mountaineers,APP,212,70,230,18,51,http://insider.espn.com/nfl/draft/player/_/id/103740,https://a.espncdn.com/i/headshots/nfldraft/players/full/103740.png
2019,103896,b453d693d775ab3ec30c06b9808f3511,Jazz Ferguson,Wide Receiver,WR,Northwestern State,Demons,NWST,227,76.625,231,29,51,http://insider.espn.com/nfl/draft/player/_/id/103896,https://a.espncdn.com/i/headshots/nfldraft/players/full/103896.png
